Timestamp;Fix;Latitude;Longitude;Altitude;GeoidSeparation;Satellites;HDOP;Heading
1753877967.94;2.0;49.20428509;18.75491376;387.7667;42.1353;13.0;0.8;208.988
1753877967.95;2.0;49.20428509;18.75491376;387.768;42.1353;13.0;0.8;208.95
1753877967.96;2.0;49.20428509;18.75491376;387.7681;42.1353;13.0;0.8;208.859
1753877967.97;2.0;49.2042851;18.75491376;387.7687;42.1353;13.0;0.8;208.816
1753877967.98;2.0;49.2042851;18.75491376;387.7691;42.1353;13.0;0.8;208.767
1753877967.99;2.0;49.2042851;18.75491376;387.769;42.1353;13.0;0.8;208.758
1753877968.0;2.0;49.2042851;18.75491375;387.7686;42.1353;13.0;0.8;208.786
1753877968.01;2.0;49.2042851;18.75491375;387.7683;42.1353;13.0;0.8;208.807
1753877968.02;2.0;49.2042851;18.75491375;387.7679;42.1353;13.0;0.8;208.762
1753877968.03;2.0;49.20428509;18.75491375;387.7677;42.1353;13.0;0.8;208.762
1753877968.04;2.0;49.20428509;18.75491375;387.7675;42.1353;13.0;0.8;208.822
1753877968.05;2.0;49.20428509;18.75491375;387.7675;42.1353;13.0;0.8;208.913
1753877968.06;2.0;49.20428509;18.75491375;387.7678;42.1353;13.0;0.8;208.947
1753877968.07;2.0;49.20428509;18.75491375;387.7679;42.1353;13.0;0.8;208.966
1753877968.08;2.0;49.20428509;18.75491376;387.7678;42.1353;13.0;0.8;208.954
1753877968.09;2.0;49.20428508;18.75491377;387.7664;42.1353;14.0;0.8;208.977
1753877968.1;2.0;49.20428508;18.75491377;387.7658;42.1353;14.0;0.8;209.007
1753877968.11;2.0;49.20428508;18.75491377;387.7654;42.1353;14.0;0.8;209.071
1753877968.12;2.0;49.20428508;18.75491377;387.765;42.1353;14.0;0.8;209.085
1753877968.13;2.0;49.20428508;18.75491377;387.7649;42.1353;14.0;0.8;209.083
1753877968.14;2.0;49.20428508;18.75491377;387.7635;42.1353;14.0;0.8;209.014
1753877968.15;2.0;49.20428508;18.75491377;387.7623;42.1353;14.0;0.8;209.02
1753877968.16;2.0;49.20428508;18.75491378;387.7618;42.1353;14.0;0.8;209.041
1753877968.17;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.047
1753877968.18;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.003
1753877968.19;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.016
1753877968.2;2.0;49.20428508;18.75491378;387.761;42.1353;14.0;0.8;209.018
1753877968.21;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.014
1753877968.22;2.0;49.20428507;18.75491378;387.7608;42.1353;14.0;0.8;209.019
1753877968.23;2.0;49.20428507;18.75491378;387.7607;42.1353;14.0;0.8;209.036
1753877968.24;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.042
1753877968.25;2.0;49.20428508;18.75491377;387.7613;42.1353;14.0;0.8;209.039
1753877968.26;2.0;49.20428508;18.75491377;387.7613;42.1353;14.0;0.8;209.009
1753877968.27;2.0;49.20428508;18.75491378;387.7614;42.1353;14.0;0.8;209.04
1753877968.28;2.0;49.20428508;18.75491378;387.7612;42.1353;14.0;0.8;209.088
1753877968.29;2.0;49.20428507;18.75491379;387.7609;42.1353;14.0;0.8;209.079
1753877968.3;2.0;49.20428507;18.75491379;387.761;42.1353;14.0;0.8;209.112
1753877968.31;2.0;49.20428508;18.75491379;387.7605;42.1353;14.0;0.8;209.097
1753877968.32;2.0;49.20428508;18.75491379;387.76;42.1353;14.0;0.8;209.104
1753877968.33;2.0;49.20428508;18.75491378;387.7594;42.1353;14.0;0.8;209.101
1753877968.34;2.0;49.20428508;18.75491378;387.7602;42.1353;14.0;0.8;209.143
1753877968.35;2.0;49.20428508;18.75491377;387.7598;42.1353;14.0;0.8;209.157
1753877968.36;2.0;49.20428508;18.75491377;387.7592;42.1353;14.0;0.8;209.153
1753877968.37;2.0;49.20428508;18.75491377;387.7594;42.1353;14.0;0.8;209.132
1753877968.38;2.0;49.20428509;18.75491377;387.7588;42.1353;14.0;0.8;209.074
1753877968.39;2.0;49.20428509;18.75491377;387.759;42.1353;14.0;0.8;209.084
