Timestamp,Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
0.0,32.7624571,35.0423298,104.48,-0.08125,-0.031,1.00375,-0.72,0.04,-0.02,-23070.0,16060.0,-36290.0
0.01,32.7624571,35.0423298,104.48,-0.0715,-0.04725,0.9705,-0.34,0.5,0.0,-23110.0,16030.0,-36290.0
0.02,32.7624571,35.0423298,104.48,-0.093,-0.02625,1.00225,0.82,0.86,0.0,-23130.0,16040.0,-36290.0
0.03,32.7624571,35.0423298,104.48,-0.115,-0.00925,1.024,0.34,0.1,0.02,-23180.0,16010.0,-36290.0
0.04,32.7624571,35.0423298,104.48,-0.10075,-0.01625,0.981,-0.5,-0.16,-0.04,-23170.0,16030.0,-36290.0
0.05,32.7624571,35.0423298,104.48,-0.0835,-0.0405,0.9785,-0.6,-0.9,-0.02,-23230.0,15990.0,-36300.0
0.06,32.7624552,35.0423281,104.29,-0.0655,-0.04175,0.99725,0.26,-1.04,0.06,-23310.0,15960.0,-36300.0
0.07,32.7624552,35.0423281,104.29,-0.0975,-0.0155,1.025,0.8,0.48,0.0,-23370.0,15940.0,-36310.0
0.08,32.7624552,35.0423281,104.29,-0.11125,-0.01275,0.979,-0.34,1.5,0.06,-23320.0,15960.0,-36300.0
0.09,32.7624552,35.0423281,104.29,-0.09125,-0.029,0.9815,-0.78,1.2,0.0,-23180.0,15940.0,-36300.0
0.1,32.7624552,35.0423281,104.29,-0.07975,-0.04775,0.9955,-0.14,-0.7,0.04,-22990.0,15920.0,-36280.0
0.11,32.7624552,35.0423281,104.29,-0.0995,-0.02375,0.9855,0.84,-1.84,0.1,-22910.0,15910.0,-36280.0
0.12,32.7624552,35.0423281,104.29,-0.10325,-0.014,1.01675,0.32,-1.2,0.06,-22850.0,15900.0,-36270.0
0.13,32.7624552,35.0423281,104.29,-0.0895,-0.0215,0.99025,-0.58,1.08,-0.04,-22860.0,15870.0,-36270.0
0.14,32.7624552,35.0423281,104.29,-0.08225,-0.0425,0.9815,-0.56,1.52,-0.04,-22840.0,15900.0,-36270.0
0.15,32.7624552,35.0423281,104.29,-0.07925,-0.04075,0.98025,0.2,0.5,0.04,-23010.0,15950.0,-36280.0
0.16,32.7624552,35.0423281,104.29,-0.11125,-0.01525,1.0215,0.86,-0.84,0.08,-23150.0,15990.0,-36290.0
0.17,32.7624552,35.0423281,104.29,-0.107,-0.0125,0.987,-0.04,-1.26,0.02,-23180.0,16020.0,-36290.0
0.18,32.7624552,35.0423281,104.29,-0.08225,-0.03075,0.983,-0.42,-0.12,-0.1,-23160.0,16030.0,-36290.0
0.19,32.7624552,35.0423281,104.29,-0.06775,-0.04875,0.98775,-0.5,0.62,0.02,-23170.0,16030.0,-36290.0
0.2,32.7624552,35.0423281,104.29,-0.0985,-0.02625,1.00875,0.84,0.94,0.02,-23170.0,16060.0,-36290.0
0.21,32.7624552,35.0423281,104.29,-0.11575,-0.00975,1.00375,0.52,0.5,0.04,-23180.0,16070.0,-36290.0
0.22,32.7624552,35.0423281,104.29,-0.1,-0.0175,0.9795,-0.54,0.04,-0.12,-23220.0,16060.0,-36290.0
0.23,32.7624552,35.0423281,104.29,-0.08275,-0.043,0.9915,-0.58,-1.06,-0.02,-23240.0,16050.0,-36300.0
0.24,32.7624552,35.0423281,104.29,-0.06725,-0.041,0.991,0.44,-1.0,-0.04,-23230.0,16050.0,-36300.0
0.25,32.7624569,35.0423299,104.49,-0.09975,-0.01175,1.02025,0.82,0.32,0.06,-23260.0,16050.0,-36300.0
0.26,32.7624569,35.0423299,104.49,-0.109,-0.0115,0.983,-0.28,1.32,0.04,-23300.0,16040.0,-36300.0
0.27,32.7624569,35.0423299,104.49,-0.09125,-0.03,0.996,-0.78,0.86,-0.04,-23250.0,16050.0,-36300.0
0.28,32.7624569,35.0423299,104.49,-0.07675,-0.0465,0.973,-0.24,-0.98,-0.04,-23220.0,16070.0,-36290.0
0.29,32.7624569,35.0423299,104.49,-0.09925,-0.02375,1.005,0.94,-1.34,0.02,-23210.0,16080.0,-36290.0
0.3,32.7624569,35.0423299,104.49,-0.104,-0.01375,1.01725,0.3,-0.1,0.04,-23200.0,16100.0,-36290.0
0.31,32.7624569,35.0423299,104.49,-0.094,-0.02,0.99225,-0.52,1.3,0.0,-23220.0,16080.0,-36290.0
0.32,32.7624569,35.0423299,104.49,-0.08375,-0.04375,0.972,-0.82,1.06,-0.06,-23190.0,16080.0,-36290.0
0.33,32.7624569,35.0423299,104.49,-0.0835,-0.038,0.989,0.48,0.04,0.0,-23180.0,16090.0,-36290.0
0.34,32.7624569,35.0423299,104.49,-0.10875,-0.00975,1.028,0.96,-1.12,0.06,-23160.0,16110.0,-36290.0
0.35000000000000003,32.7624569,35.0423299,104.49,-0.1015,-0.013,0.98425,-0.22,-0.32,-0.02,-23230.0,16100.0,-36290.0
0.36,32.7624569,35.0423299,104.49,-0.085,-0.03475,0.98925,-0.84,0.6,-0.02,-23240.0,16080.0,-36290.0
0.37,32.7624569,35.0423299,104.49,-0.06975,-0.05075,0.98025,-0.22,0.14,-0.04,-23220.0,16100.0,-36290.0
0.38,32.7624569,35.0423299,104.49,-0.1025,-0.023,1.0055,1.0,0.64,0.0,-23200.0,16110.0,-36290.0
0.39,32.7624569,35.0423299,104.49,-0.11725,-0.0095,1.0055,0.34,-0.28,0.08,-23190.0,16130.0,-36290.0
0.4,32.7624569,35.0423299,104.49,-0.0945,-0.018,0.98725,-0.6,-0.18,-0.04,-23200.0,16100.0,-36290.0
0.41000000000000003,32.7624569,35.0423299,104.49,-0.078,-0.043,0.98225,-0.6,-0.52,-0.06,-23230.0,16100.0,-36290.0
0.42,32.7624569,35.0423299,104.49,-0.07725,-0.03675,0.987,0.54,-0.4,0.06,-23200.0,16110.0,-36290.0
0.43,32.7624569,35.0423299,104.49,-0.1045,-0.011,1.0275,0.8,0.4,0.04,-23140.0,16140.0,-36280.0
0.44,32.7624569,35.0423299,104.49,-0.107,-0.013,0.9865,-0.52,0.76,0.02,-23080.0,16140.0,-36280.0
0.45,32.7624569,35.0423299,104.49,-0.0895,-0.0355,0.9825,-0.76,0.38,-0.06,-23110.0,16120.0,-36280.0
0.46,32.7624569,35.0423299,104.49,-0.073,-0.0435,0.9745,-0.04,-0.9,-0.04,-23150.0,16110.0,-36280.0
0.47000000000000003,32.762457,35.04233,104.49,-0.10175,-0.021,1.0145,0.96,-0.82,0.1,-23110.0,16140.0,-36280.0
0.48,32.762457,35.04233,104.49,-0.105,-0.0125,1.013,0.1,-0.08,0.02,-23070.0,16140.0,-36280.0
0.49,32.762457,35.04233,104.49,-0.092,-0.022,0.98125,-0.72,0.94,0.0,-23080.0,16130.0,-36280.0
0.5,32.762457,35.04233,104.49,-0.078,-0.046,0.98225,-0.48,0.36,-0.06,-23060.0,16130.0,-36280.0
0.51,32.762457,35.04233,104.49,-0.08375,-0.03175,0.99075,0.76,-0.42,-0.02,-23070.0,16130.0,-36280.0
0.52,32.762457,35.04233,104.49,-0.11,-0.01025,1.021,0.62,-0.54,0.04,-23050.0,16150.0,-36280.0
0.53,32.762457,35.04233,104.49,-0.09825,-0.01625,0.98775,-0.52,-0.12,-0.02,-23060.0,16130.0,-36280.0
