Timestamp;Fix;Latitude;Longitude;Altitude;GeoidSeparation;Satellites;HDOP;Heading
1753881037.77;2.0;49.20420973;18.75494153;387.7346;42.1353;15.0;0.7;7.022
1753881037.78;2.0;49.20420973;18.75494153;387.7337;42.1353;15.0;0.7;7.076
1753881037.79;2.0;49.20420973;18.75494153;387.7333;42.1353;15.0;0.7;7.052
1753881037.8;2.0;49.20420972;18.75494153;387.7335;42.1353;15.0;0.7;7.043
1753881037.81;2.0;49.20420973;18.75494153;387.7341;42.1353;15.0;0.7;7.053
1753881037.82;2.0;49.20420972;18.75494152;387.7353;42.1353;15.0;0.7;7.079
1753881037.83;2.0;49.20420973;18.75494152;387.736;42.1353;15.0;0.7;7.074
1753881037.84;2.0;49.20420972;18.75494152;387.7362;42.1353;15.0;0.7;7.044
1753881037.85;2.0;49.20420972;18.75494152;387.7362;42.1353;15.0;0.7;7.054
1753881037.86;2.0;49.20420972;18.75494152;387.7365;42.1353;15.0;0.7;7.086
1753881037.87;2.0;49.20420972;18.75494151;387.7371;42.1353;15.0;0.7;7.123
1753881037.88;2.0;49.20420972;18.75494151;387.7382;42.1353;15.0;0.7;7.201
1753881037.89;2.0;49.20420972;18.75494151;387.7382;42.1353;15.0;0.7;7.243
1753881037.9;2.0;49.20420972;18.75494151;387.7388;42.1353;15.0;0.7;7.249
1753881037.91;2.0;49.20420972;18.75494152;387.74;42.1353;15.0;0.7;7.193
1753881037.92;2.0;49.20420971;18.75494152;387.7403;42.1353;15.0;0.7;7.194
1753881037.93;2.0;49.20420971;18.75494152;387.7409;42.1353;15.0;0.7;7.197
1753881037.94;2.0;49.20420971;18.75494152;387.7404;42.1353;15.0;0.7;7.201
1753881037.95;2.0;49.20420971;18.75494152;387.7397;42.1353;15.0;0.7;7.214
1753881037.96;2.0;49.20420971;18.75494151;387.7405;42.1353;15.0;0.7;7.187
1753881037.97;2.0;49.20420971;18.75494151;387.7413;42.1353;15.0;0.7;7.204
1753881037.98;2.0;49.20420971;18.75494151;387.7418;42.1353;15.0;0.7;7.154
1753881037.99;2.0;49.20420971;18.75494151;387.741;42.1353;15.0;0.7;7.163
1753881038.0;2.0;49.20420971;18.75494151;387.7416;42.1353;15.0;0.7;7.2
1753881038.01;2.0;49.20420971;18.75494151;387.7422;42.1353;15.0;0.7;7.216
1753881038.02;2.0;49.20420971;18.7549415;387.7417;42.1353;15.0;0.7;7.255
1753881038.03;2.0;49.20420971;18.7549415;387.7417;42.1353;15.0;0.7;7.306
1753881038.04;2.0;49.20420971;18.7549415;387.7408;42.1353;15.0;0.7;7.268
1753881038.05;2.0;49.2042097;18.75494149;387.7409;42.1353;15.0;0.7;7.264
1753881038.06;2.0;49.2042097;18.7549415;387.7418;42.1353;15.0;0.7;7.244
1753881038.07;2.0;49.2042097;18.7549415;387.742;42.1353;15.0;0.7;7.233
1753881038.08;2.0;49.2042097;18.7549415;387.7416;42.1353;15.0;0.7;7.261
1753881038.09;2.0;49.2042097;18.7549415;387.7414;42.1353;15.0;0.7;7.254
1753881038.1;2.0;49.20420971;18.7549415;387.7411;42.1353;15.0;0.7;7.234
1753881038.11;2.0;49.20420971;18.7549415;387.7412;42.1353;15.0;0.7;7.219
1753881038.12;2.0;49.2042097;18.7549415;387.7412;42.1353;15.0;0.7;7.191
1753881038.13;2.0;49.2042097;18.7549415;387.7415;42.1353;15.0;0.7;7.125
1753881038.14;2.0;49.2042097;18.7549415;387.7418;42.1353;15.0;0.7;7.11
1753881038.15;2.0;49.2042097;18.7549415;387.7427;42.1353;15.0;0.7;7.139
1753881038.16;2.0;49.2042097;18.7549415;387.7437;42.1353;15.0;0.7;7.133
1753881038.17;2.0;49.2042097;18.7549415;387.7437;42.1353;15.0;0.7;7.105
1753881038.18;2.0;49.2042097;18.7549415;387.7434;42.1353;15.0;0.7;7.053
1753881038.19;2.0;49.2042097;18.7549415;387.743;42.1353;15.0;0.7;7.033
1753881038.2;2.0;49.2042097;18.75494151;387.743;42.1353;15.0;0.7;6.973
1753881038.21;2.0;49.2042097;18.7549415;387.7432;42.1353;15.0;0.7;6.949
1753881038.22;2.0;49.2042097;18.7549415;387.7438;42.1353;15.0;0.7;6.983
1753881038.23;2.0;49.2042097;18.7549415;387.744;42.1353;15.0;0.7;6.988
1753881038.24;2.0;49.2042097;18.75494149;387.7443;42.1353;15.0;0.7;7.036
1753881038.25;2.0;49.2042097;18.75494149;387.7445;42.1353;15.0;0.7;7.043
1753881038.26;2.0;49.2042097;18.7549415;387.7446;42.1353;15.0;0.7;7.054
1753881038.27;2.0;49.2042097;18.7549415;387.7447;42.1353;15.0;0.7;7.041
1753881038.28;2.0;49.2042097;18.7549415;387.7452;42.1353;15.0;0.7;7.049
1753881038.29;2.0;49.2042097;18.7549415;387.7454;42.1353;15.0;0.7;7.04
1753881038.3;2.0;49.2042097;18.75494149;387.7456;42.1353;15.0;0.7;7.04
1753881038.31;2.0;49.2042097;18.75494148;387.7462;42.1353;15.0;0.7;7.063
1753881038.32;2.0;49.2042097;18.75494149;387.7459;42.1353;15.0;0.7;7.083
1753881038.33;2.0;49.2042097;18.75494148;387.7457;42.1353;15.0;0.7;7.099
1753881038.34;2.0;49.2042097;18.75494148;387.7455;42.1353;15.0;0.7;7.096
1753881038.35;2.0;49.2042097;18.75494148;387.7458;42.1353;15.0;0.7;7.071
1753881038.36;2.0;49.2042097;18.75494148;387.7458;42.1353;15.0;0.7;7.063
1753881038.37;2.0;49.2042097;18.75494147;387.7462;42.1353;15.0;0.7;7.114
1753881038.38;2.0;49.20420969;18.75494147;387.7465;42.1353;15.0;0.7;7.157
1753881038.39;2.0;49.20420969;18.75494147;387.7462;42.1353;15.0;0.7;7.117
1753881038.4;2.0;49.20420969;18.75494147;387.7466;42.1353;15.0;0.7;7.06
1753881038.41;2.0;49.20420968;18.75494147;387.7466;42.1353;15.0;0.7;7.036
1753881038.42;2.0;49.20420969;18.75494146;387.746;42.1353;15.0;0.7;7.023
1753881038.43;2.0;49.20420969;18.75494146;387.7456;42.1353;15.0;0.7;6.998
1753881038.44;2.0;49.20420969;18.75494146;387.7461;42.1353;15.0;0.7;7.023
1753881038.45;2.0;49.20420969;18.75494146;387.7461;42.1353;15.0;0.7;7.009
1753881038.46;2.0;49.20420969;18.75494147;387.7461;42.1353;15.0;0.7;6.955
1753881038.47;2.0;49.20420969;18.75494147;387.7459;42.1353;15.0;0.7;6.944
1753881038.48;2.0;49.20420969;18.75494146;387.7463;42.1353;15.0;0.7;6.971
1753881038.49;2.0;49.20420968;18.75494146;387.7466;42.1353;15.0;0.7;6.98
1753881038.5;2.0;49.20420969;18.75494146;387.7466;42.1353;15.0;0.7;6.988
1753881038.51;2.0;49.20420969;18.75494147;387.7466;42.1353;15.0;0.7;6.966
1753881038.52;2.0;49.20420969;18.75494147;387.7467;42.1353;15.0;0.7;6.97
1753881038.53;2.0;49.20420969;18.75494147;387.7461;42.1353;15.0;0.7;6.966
1753881038.54;2.0;49.20420969;18.75494147;387.7465;42.1353;15.0;0.7;6.996
1753881038.55;2.0;49.20420969;18.75494147;387.7462;42.1353;15.0;0.7;7.008
1753881038.56;2.0;49.20420969;18.75494147;387.7469;42.1353;15.0;0.7;6.98
1753881038.57;2.0;49.20420969;18.75494147;387.7473;42.1353;15.0;0.7;6.993
1753881038.58;2.0;49.20420968;18.75494147;387.7478;42.1353;15.0;0.7;7.026
1753881038.59;2.0;49.20420968;18.75494147;387.7488;42.1353;15.0;0.7;7.023
1753881038.6;2.0;49.20420969;18.75494147;387.7491;42.1353;15.0;0.7;7.03
1753881038.61;2.0;49.20420969;18.75494146;387.7489;42.1353;15.0;0.7;7.03
1753881038.62;2.0;49.20420969;18.75494146;387.7487;42.1353;15.0;0.7;7.084
1753881038.63;2.0;49.20420969;18.75494146;387.7488;42.1353;15.0;0.7;7.129
1753881038.64;2.0;49.20420969;18.75494146;387.7498;42.1353;15.0;0.7;7.175
1753881038.65;2.0;49.20420968;18.75494146;387.75;42.1353;15.0;0.7;7.197
1753881038.66;2.0;49.20420968;18.75494146;387.7493;42.1353;15.0;0.7;7.232
1753881038.67;2.0;49.20420969;18.75494146;387.7486;42.1353;15.0;0.7;7.253
1753881038.68;2.0;49.20420969;18.75494146;387.7478;42.1353;15.0;0.7;7.267
1753881038.69;2.0;49.20420968;18.75494146;387.7487;42.1353;15.0;0.7;7.307
1753881038.7;2.0;49.20420968;18.75494145;387.7493;42.1353;15.0;0.7;7.34
1753881038.71;2.0;49.20420967;18.75494145;387.7488;42.1353;15.0;0.7;7.333
1753881038.72;2.0;49.20420967;18.75494145;387.7488;42.1353;15.0;0.7;7.341
1753881038.73;2.0;49.20420967;18.75494145;387.7487;42.1353;15.0;0.7;7.338
1753881038.74;2.0;49.20420967;18.75494145;387.7484;42.1353;15.0;0.7;7.335
1753881038.75;2.0;49.20420967;18.75494145;387.7484;42.1353;15.0;0.7;7.323
1753881038.76;2.0;49.20420967;18.75494145;387.7479;42.1353;15.0;0.7;7.276
1753881038.77;2.0;49.20420966;18.75494145;387.7485;42.1353;15.0;0.7;7.273
1753881038.78;2.0;49.20420966;18.75494146;387.7489;42.1353;15.0;0.7;7.249
1753881038.79;2.0;49.20420966;18.75494146;387.749;42.1353;15.0;0.7;7.213
1753881038.8;2.0;49.20420965;18.75494146;387.7488;42.1353;15.0;0.7;7.223
1753881038.81;2.0;49.20420965;18.75494146;387.7481;42.1353;15.0;0.7;7.189
1753881038.82;2.0;49.20420965;18.75494147;387.7475;42.1353;15.0;0.7;7.177
1753881038.83;2.0;49.20420965;18.75494147;387.7477;42.1353;15.0;0.7;7.162
1753881038.84;2.0;49.20420965;18.75494147;387.7485;42.1353;15.0;0.7;7.133
1753881038.85;2.0;49.20420965;18.75494147;387.7483;42.1353;15.0;0.7;7.107
1753881038.86;2.0;49.20420965;18.75494147;387.7479;42.1353;15.0;0.7;7.06
1753881038.87;2.0;49.20420965;18.75494147;387.7484;42.1353;15.0;0.7;7.039
1753881038.88;2.0;49.20420965;18.75494147;387.7487;42.1353;15.0;0.7;7.093
1753881038.89;2.0;49.20420965;18.75494146;387.749;42.1353;15.0;0.7;7.073
1753881038.9;2.0;49.20420964;18.75494146;387.7493;42.1353;15.0;0.7;7.049
1753881038.91;2.0;49.20420964;18.75494146;387.7482;42.1353;15.0;0.7;7.05
1753881038.92;2.0;49.20420964;18.75494146;387.749;42.1353;15.0;0.7;7.043
1753881038.93;2.0;49.20420964;18.75494146;387.7496;42.1353;15.0;0.7;7.055
1753881038.94;2.0;49.20420964;18.75494146;387.7492;42.1353;15.0;0.7;7.084
1753881038.95;2.0;49.20420963;18.75494146;387.7496;42.1353;15.0;0.7;7.096
1753881038.96;2.0;49.20420963;18.75494146;387.7495;42.1353;15.0;0.7;7.083
1753881038.97;2.0;49.20420964;18.75494146;387.7491;42.1353;15.0;0.7;7.079
1753881038.98;2.0;49.20420964;18.75494146;387.7485;42.1353;15.0;0.7;7.096
1753881038.99;2.0;49.20420964;18.75494146;387.7488;42.1353;15.0;0.7;7.103
1753881039.0;2.0;49.20420964;18.75494146;387.749;42.1353;15.0;0.7;7.107
1753881039.01;2.0;49.20420964;18.75494146;387.7488;42.1353;15.0;0.7;7.107
1753881039.02;2.0;49.20420963;18.75494146;387.7485;42.1353;15.0;0.7;7.129
1753881039.03;2.0;49.20420963;18.75494146;387.7486;42.1353;15.0;0.7;7.124
1753881039.04;2.0;49.20420963;18.75494146;387.7491;42.1353;15.0;0.7;7.187
1753881039.05;2.0;49.20420963;18.75494146;387.7488;42.1353;15.0;0.7;7.2
1753881039.06;2.0;49.20420963;18.75494146;387.7488;42.1353;15.0;0.7;7.184
1753881039.07;2.0;49.20420963;18.75494146;387.749;42.1353;15.0;0.7;7.156
1753881039.08;2.0;49.20420962;18.75494146;387.7485;42.1353;15.0;0.7;7.135
1753881039.09;2.0;49.20420962;18.75494146;387.7485;42.1353;15.0;0.7;7.133
1753881039.1;2.0;49.20420962;18.75494146;387.7489;42.1353;15.0;0.7;7.148
1753881039.11;2.0;49.20420962;18.75494146;387.7491;42.1353;15.0;0.7;7.153
1753881039.12;2.0;49.20420962;18.75494146;387.7495;42.1353;15.0;0.7;7.171
1753881039.13;2.0;49.20420962;18.75494146;387.7499;42.1353;15.0;0.7;7.206
1753881039.14;2.0;49.20420962;18.75494145;387.7496;42.1353;15.0;0.7;7.209
1753881039.15;2.0;49.20420962;18.75494146;387.7497;42.1353;15.0;0.7;7.239
1753881039.16;2.0;49.20420962;18.75494146;387.7494;42.1353;15.0;0.7;7.281
1753881039.17;2.0;49.20420963;18.75494146;387.749;42.1353;15.0;0.7;7.28
1753881039.18;2.0;49.20420963;18.75494146;387.7491;42.1353;15.0;0.7;7.267
1753881039.19;2.0;49.20420963;18.75494146;387.7496;42.1353;15.0;0.7;7.292
1753881039.2;2.0;49.20420963;18.75494146;387.7493;42.1353;15.0;0.7;7.333
1753881039.21;2.0;49.20420964;18.75494147;387.7498;42.1353;15.0;0.7;7.335
1753881039.22;2.0;49.20420963;18.75494146;387.7494;42.1353;15.0;0.7;7.297
1753881039.23;2.0;49.20420963;18.75494146;387.7492;42.1353;15.0;0.7;7.322
1753881039.24;2.0;49.20420963;18.75494146;387.7495;42.1353;15.0;0.7;7.268
1753881039.25;2.0;49.20420963;18.75494146;387.7491;42.1353;15.0;0.7;7.248
1753881039.26;2.0;49.20420963;18.75494147;387.7486;42.1353;15.0;0.7;7.262
1753881039.27;2.0;49.20420964;18.75494147;387.749;42.1353;15.0;0.7;7.242
1753881039.28;2.0;49.20420963;18.75494147;387.7494;42.1353;15.0;0.7;7.242
1753881039.29;2.0;49.20420964;18.75494147;387.7498;42.1353;15.0;0.7;7.212
1753881039.3;2.0;49.20420964;18.75494147;387.7504;42.1353;15.0;0.7;7.257
1753881039.31;2.0;49.20420964;18.75494147;387.7502;42.1353;15.0;0.7;7.3
1753881039.32;2.0;49.20420964;18.75494147;387.7498;42.1353;15.0;0.7;7.355
1753881039.33;2.0;49.20420964;18.75494148;387.7499;42.1353;15.0;0.7;7.309
1753881039.34;2.0;49.20420964;18.75494148;387.7493;42.1353;15.0;0.7;7.304
1753881039.35;2.0;49.20420964;18.75494148;387.749;42.1353;15.0;0.7;7.322
1753881039.36;2.0;49.20420963;18.75494148;387.7496;42.1353;15.0;0.7;7.345
1753881039.37;2.0;49.20420963;18.75494148;387.7499;42.1353;15.0;0.7;7.338
1753881039.38;2.0;49.20420963;18.75494148;387.7498;42.1353;15.0;0.7;7.322
1753881039.39;2.0;49.20420964;18.75494148;387.7498;42.1353;15.0;0.7;7.283
1753881039.4;2.0;49.20420964;18.75494148;387.7495;42.1353;15.0;0.7;7.305
1753881039.41;2.0;49.20420964;18.75494148;387.7495;42.1353;15.0;0.7;7.339
1753881039.42;2.0;49.20420964;18.75494148;387.7488;42.1353;15.0;0.7;7.358
1753881039.43;2.0;49.20420964;18.75494148;387.7481;42.1353;15.0;0.7;7.321
1753881039.44;2.0;49.20420964;18.75494148;387.7478;42.1353;15.0;0.7;7.291
1753881039.45;2.0;49.20420964;18.75494148;387.7477;42.1353;15.0;0.7;7.297
1753881039.46;2.0;49.20420964;18.75494148;387.7476;42.1353;15.0;0.7;7.301
1753881039.47;2.0;49.20420964;18.75494148;387.747;42.1353;15.0;0.7;7.321
1753881039.48;2.0;49.20420963;18.75494148;387.7468;42.1353;15.0;0.7;7.359
1753881039.49;2.0;49.20420963;18.75494148;387.7476;42.1353;15.0;0.7;7.323
1753881039.5;2.0;49.20420963;18.75494148;387.7475;42.1353;15.0;0.7;7.298
1753881039.51;2.0;49.20420963;18.75494148;387.7472;42.1353;15.0;0.7;7.261
1753881039.52;2.0;49.20420963;18.75494148;387.7466;42.1353;15.0;0.7;7.217
1753881039.53;2.0;49.20420963;18.75494149;387.7468;42.1353;15.0;0.7;7.187
1753881039.54;2.0;49.20420963;18.75494149;387.7471;42.1353;15.0;0.7;7.153
1753881039.55;2.0;49.20420963;18.75494149;387.7475;42.1353;15.0;0.7;7.178
1753881039.56;2.0;49.20420964;18.75494149;387.7473;42.1353;15.0;0.7;7.244
1753881039.57;2.0;49.20420964;18.75494149;387.7474;42.1353;15.0;0.7;7.24
1753881039.58;2.0;49.20420963;18.75494149;387.7479;42.1353;15.0;0.7;7.247
1753881039.59;2.0;49.20420963;18.75494149;387.749;42.1353;15.0;0.7;7.244
1753881039.6;2.0;49.20420962;18.75494148;387.7495;42.1353;15.0;0.7;7.206
1753881039.61;2.0;49.20420962;18.75494148;387.7499;42.1353;15.0;0.7;7.223
1753881039.62;2.0;49.20420962;18.75494148;387.75;42.1353;15.0;0.7;7.192
1753881039.63;2.0;49.20420962;18.75494148;387.7501;42.1353;15.0;0.7;7.208
1753881039.64;2.0;49.20420962;18.75494148;387.7495;42.1353;15.0;0.7;7.193
1753881039.65;2.0;49.20420962;18.75494148;387.7494;42.1353;15.0;0.7;7.162
1753881039.66;2.0;49.20420962;18.75494147;387.7488;42.1353;15.0;0.7;7.231
1753881039.67;2.0;49.20420962;18.75494147;387.7496;42.1353;15.0;0.7;7.282
1753881039.68;2.0;49.20420961;18.75494147;387.7504;42.1353;15.0;0.7;7.313
1753881039.69;2.0;49.20420961;18.75494147;387.7503;42.1353;15.0;0.7;7.297
1753881039.7;2.0;49.20420961;18.75494147;387.7497;42.1353;15.0;0.7;7.297
1753881039.71;2.0;49.20420961;18.75494147;387.7503;42.1353;15.0;0.7;7.267
1753881039.72;2.0;49.20420961;18.75494146;387.7507;42.1353;15.0;0.7;7.197
1753881039.73;2.0;49.20420961;18.75494146;387.7511;42.1353;15.0;0.7;7.187
1753881039.74;2.0;49.20420961;18.75494146;387.7517;42.1353;15.0;0.7;7.197
1753881039.75;2.0;49.20420961;18.75494146;387.7511;42.1353;15.0;0.7;7.179
1753881039.76;2.0;49.20420961;18.75494146;387.7514;42.1353;15.0;0.7;7.171
1753881039.77;2.0;49.20420961;18.75494147;387.7508;42.1353;15.0;0.7;7.187
1753881039.78;2.0;49.20420961;18.75494147;387.7515;42.1353;15.0;0.7;7.205
1753881039.79;2.0;49.20420961;18.75494146;387.7514;42.1353;15.0;0.7;7.206
1753881039.8;2.0;49.20420961;18.75494146;387.7513;42.1353;15.0;0.7;7.207
1753881039.81;2.0;49.20420961;18.75494147;387.7508;42.1353;15.0;0.7;7.187
1753881039.82;2.0;49.20420961;18.75494147;387.7509;42.1353;15.0;0.7;7.165
1753881039.83;2.0;49.20420961;18.75494147;387.7514;42.1353;15.0;0.7;7.154
1753881039.84;2.0;49.20420961;18.75494147;387.7508;42.1353;15.0;0.7;7.189
1753881039.85;2.0;49.20420961;18.75494147;387.7512;42.1353;15.0;0.7;7.187
1753881039.86;2.0;49.20420961;18.75494147;387.7509;42.1353;15.0;0.7;7.198
1753881039.87;2.0;49.2042096;18.75494147;387.7506;42.1353;15.0;0.7;7.184
1753881039.88;2.0;49.2042096;18.75494146;387.7509;42.1353;15.0;0.7;7.192
1753881039.89;2.0;49.20420959;18.75494146;387.7512;42.1353;15.0;0.7;7.184
1753881039.9;2.0;49.20420959;18.75494146;387.7514;42.1353;15.0;0.7;7.137
1753881039.91;2.0;49.20420959;18.75494146;387.7521;42.1353;15.0;0.7;7.136
1753881039.92;2.0;49.20420959;18.75494146;387.7524;42.1353;15.0;0.7;7.149
1753881039.93;2.0;49.20420959;18.75494146;387.7517;42.1353;15.0;0.7;7.188
1753881039.94;2.0;49.20420959;18.75494145;387.7514;42.1353;15.0;0.7;7.165
1753881039.95;2.0;49.20420959;18.75494145;387.7506;42.1353;15.0;0.7;7.183
1753881039.96;2.0;49.20420959;18.75494145;387.7504;42.1353;15.0;0.7;7.186
1753881039.97;2.0;49.20420959;18.75494145;387.7509;42.1353;15.0;0.7;7.189
1753881039.98;2.0;49.20420959;18.75494145;387.7516;42.1353;15.0;0.7;7.22
1753881039.99;2.0;49.20420959;18.75494145;387.7528;42.1353;15.0;0.7;7.236
1753881040.0;2.0;49.20420958;18.75494146;387.7527;42.1353;15.0;0.7;7.201
1753881040.01;2.0;49.20420958;18.75494146;387.7531;42.1353;15.0;0.7;7.184
1753881040.02;2.0;49.20420958;18.75494146;387.754;42.1353;15.0;0.7;7.175
